"","bike_station.id","bike_lat","bike_long","bike_nRides_start","bike_durationMed_start","startTimeAvg","startTimeSd","endLatAvg","endLatSd","endLongAvg","endLongSd","bike_females_start","males.x","bike_ageMed_start","bike_nRides_end","bike_durationMed_end","endTimeAvg","endTimeSd","startLatAvg","startLatSd","startLongAvg","startLongSd","bike_females_end","males.y","bike_ageMed_end"
"15",150,40.7208736,-73.98085795,19078,630,12:58:49,0.207456724727861,40.7283330523652,0.012549789552325,-73.9897597857944,0.0110569384499789,0.291173078939092,0.707149596393752,34,17188,663,16:16:04,0.216425960755554,40.7282030865727,0.0131592115456543,-73.9894445767271,0.0113530452926021,0.292413311612753,0.706713986502211,34
"16",151,40.722103786686,-73.997249007225,54448,566,15:01:07,0.193666515193092,40.7275803542453,0.0142714518626224,-73.9930687581036,0.0124177709705482,0.279183808404349,0.719089773729063,35,55518,619,14:17:03,0.198782925430576,40.7273813535396,0.014858165938429,-73.9934868795874,0.0128594334808768,0.272290068086026,0.725926726467092,35
"17",152,40.71473993,-74.00910627,14902,568,14:54:58,0.199623158780604,40.7211601728507,0.016913464631168,-73.9996120151174,0.0124844754403396,0.257616427325191,0.740840155683801,39,15386,639,13:45:36,0.200702886361087,40.7249807222359,0.0189522879672475,-74.0004817156067,0.012486737856787,0.280059794618484,0.716300532952034,40
"18",153,40.752062307,-73.9816324043,31244,514,14:27:00,0.178242544145495,40.7472322054906,0.014125688842427,-73.985471809642,0.011852860662985,0.174305466649597,0.822557931122776,42,28026,616,12:29:22,0.172988484488643,40.751399264018,0.0143486935053238,-73.9852751431105,0.0124373579627992,0.193035038892457,0.803254121173196,40
"19",157,40.69089272,-73.99612349,9741,546,13:36:32,0.222399232000537,40.7008003346999,0.0172854148272562,-73.9886445322563,0.0131294145343052,0.300790473257366,0.697772302638333,38,10456,525,15:59:09,0.202640588962736,40.7022986215152,0.0171815607060362,-73.9899305720238,0.0117641828116435,0.2796480489671,0.718630451415455,38
"20",160,40.7477548287139,-73.9783108835494,5015,522,15:21:33,0.195184806027515,40.7441547902151,0.0143059785987892,-73.9852261223239,0.0111153853153578,0.194217347956132,0.801395812562313,38,5007,577,15:31:39,0.186748581292769,40.7472980510279,0.015114182033096,-73.9844490564122,0.0111548057957912,0.189734371879369,0.803874575594168,41
"21",161,40.72917025,-73.99810231,37870,554,15:20:29,0.218227844594951,40.7316684021993,0.0140152706944337,-73.9926272505648,0.0115950682873483,0.280433060470029,0.717507261684711,34,39050,554,15:00:33,0.200626161351862,40.73027336251,0.0140708461769592,-73.9924124411107,0.0120673579010925,0.272496798975672,0.725147247119078,34
"22",164,40.75323098,-73.97032517,21344,687,14:32:23,0.198011485227857,40.7486167713999,0.0166861517540451,-73.9809793880816,0.0130420499178505,0.223950524737631,0.77380059970015,37,20258,693,12:27:41,0.195374094298474,40.7501820556369,0.0179767185125063,-73.9762213206555,0.0143798187923004,0.222381281469049,0.77682890709843,38
"23",167,40.7489006,-73.97604882,33535,565,13:57:01,0.199812682839359,40.7460305825958,0.015472965591495,-73.9837256310242,0.011490452590554,0.17852989414045,0.819949306694498,37,32958,609,13:12:42,0.205793999047401,40.7444702525454,0.0156708315304499,-73.9838973341969,0.0110552787517606,0.178530250622004,0.819800958796043,37
"24",168,40.73971301,-73.99456405,50350,538,15:12:02,0.16676763497985,40.7398817275903,0.014000450464817,-73.9913617132062,0.0105447575540583,0.272691161866931,0.725739821251241,39,51682,510.5,13:50:04,0.178181970479129,40.7388998581525,0.013700277247027,-73.9934299977263,0.0105513051170996,0.290139700475988,0.708834797414961,38
"25",173,40.7606832709659,-73.9845272898674,32956,499,13:50:59,0.190962398748284,40.7548770820217,0.0142396913423447,-73.9850546275345,0.0121666077477496,0.157573734676538,0.840575312537929,39,31945,552,12:03:22,0.195500420683329,40.7588217187242,0.0159527927779351,-73.9832797582561,0.012960002447773,0.158272030051651,0.837501956487713,40
"26",174,40.7381765,-73.97738662,25923,628,13:38:50,0.210547839224564,40.7409258653698,0.015117010070606,-73.9848261736678,0.0120928031631171,0.256220344867492,0.741928017590557,34,25410,601,14:51:48,0.2283500576859,40.7383575022695,0.0147016312923397,-73.9861180315658,0.0112703871596874,0.273671782762692,0.724163715072806,34
"27",195,40.70905623,-74.01043382,23773,544,14:06:55,0.184851448736441,40.7193295245961,0.0184580997654626,-74.0006373544896,0.0134537621731346,0.190089597442477,0.808690531274976,39,22795,772,12:50:04,0.19533631094716,40.7232106761796,0.0202756418318977,-73.9986246099227,0.0135280091315369,0.20197411713095,0.79710462820794,39
"28",212,40.74334935,-74.00681753,31140,573,14:49:25,0.191634398721643,40.74119242234,0.0153452561740915,-73.9969113911458,0.0100212412848059,0.258220937700706,0.740077071290944,39,31422,621,13:44:24,0.200132106523617,40.7410884165226,0.0171048687864582,-73.9969490056488,0.0105111051076931,0.258035771115779,0.739545541340462,38
"29",216,40.70037867,-73.99548059,3028,482.5,14:15:04,0.188863223195882,40.7017677658575,0.0148439955181121,-73.991511042795,0.00897648334015367,0.269154557463672,0.725891677675033,44,2297,449,15:24:07,0.213475653753836,40.7001224216189,0.013468396575626,-73.9916789377969,0.0099178692210167,0.253809316499782,0.738789725729212,42
"30",217,40.70277159,-73.99383605,7513,935,15:41:46,0.199895072681311,40.7012448071059,0.0151852193653516,-73.9889124905972,0.0151103874756791,0.314521496073473,0.683481964594703,38,9689,791,14:56:36,0.186398895440423,40.7008817179093,0.0136490340863613,-73.989096240609,0.0138824478196732,0.322427495097533,0.67592114769326,39
"31",223,40.73781509,-73.99994661,18490,455.5,14:33:18,0.213911354034109,40.7347660342813,0.0115981702362577,-73.9949134380245,0.0101870806845981,0.228772309356409,0.770308274743104,39,18876,434,14:52:44,0.205765770704112,40.7365462955987,0.0117856972761684,-73.9929589843622,0.00957283023252915,0.252331002331002,0.747139224411952,40
"32",224,40.71146364,-74.00552427,13154,592,14:57:17,0.197338077063822,40.7183969351175,0.0160567688068068,-73.9972777117556,0.0132374150688767,0.235669758248442,0.763646039227611,38,12571,561,13:59:00,0.208634794923845,40.7179452570216,0.0158659847449831,-73.9988032824623,0.0128236355546065,0.256701933020444,0.741786651817676,39
"33",225,40.74195138,-74.00803013,21441,826,16:09:31,0.180662803467515,40.7380475355762,0.021973815137692,-73.9993973609368,0.0125087946451491,0.316869548994916,0.679585840212677,37,22300,820,14:16:02,0.19595132553586,40.737744808775,0.021382848764637,-73.998836189671,0.0126251145945966,0.321883408071749,0.671434977578475,37
"34",228,40.7546011026,-73.971878855,20655,641,15:16:03,0.170731292230485,40.75227281357,0.0160614115678661,-73.9794272050679,0.0137270192750075,0.151101428225611,0.848075526506899,39,20904,619,11:45:06,0.195399894007498,40.7536634061163,0.0148475060409394,-73.9821112554546,0.0118829846672083,0.158247225411405,0.840843857634902,39
"35",229,40.72743423,-73.99379025,45343,500,14:51:19,0.198205675556419,40.7311294750778,0.0133595706702455,-73.9914959071438,0.0117335255695288,0.268464812650244,0.728998963456322,36,46519,508,14:11:14,0.196254555190695,40.7288907879879,0.0137376907962782,-73.9904557298785,0.0125344283081633,0.274382510372106,0.72363980309121,35
"36",232,40.69597683,-73.99014892,4682,795.5,14:51:30,0.182102108868262,40.7083879861719,0.017383075944165,-73.9898002678426,0.0155469454510845,0.273601025202905,0.724263135412217,38,3384,998,13:42:41,0.189899801480092,40.7089425321343,0.0174510797521351,-73.9895884607237,0.017446845476481,0.263888888888889,0.734633569739953,37
"37",233,40.6947570136388,-73.9905273914337,2696,648,13:36:34,0.176646331640052,40.7073358584,0.016722621653967,-73.9881798603522,0.0145756030733789,0.228486646884273,0.767433234421365,41,2299,672,11:55:05,0.16954898120706,40.7036581871368,0.0160860097156673,-73.9854484398531,0.0173430694338504,0.235319704219226,0.758155719878208,42
"38",236,40.7284186,-73.98713956,37157,550,14:28:00,0.229222210193207,40.729989593346,0.0144865883002046,-73.9890684426821,0.0117584027870241,0.293834270796889,0.697365234007051,34,37881,571,15:51:29,0.208199363302143,40.7356477689295,0.0137765504716187,-73.9886290499739,0.0114959569147988,0.273092051424197,0.719991552493334,34
"39",237,40.73047309,-73.98672378,35814,504,14:22:51,0.227528298365787,40.7304665604265,0.215666786593279,-73.9880897341022,0.391128527403675,0.29717428938404,0.701317920366337,35,35897,555,16:05:16,0.197801695323013,40.7368294572091,0.0141098774511256,-73.9872896941607,0.0117865599779225,0.286012758726356,0.712538652255063,35
"40",238,40.7361967,-74.00859207,21088,666,13:41:14,0.221678548204793,40.733899452999,0.0168792913922861,-73.9995888054011,0.011403428768393,0.315202959028832,0.682283763277693,41,20823,699,15:42:06,0.182003154917654,40.7356652332261,0.0177018077393442,-73.9991780840469,0.0114499383582551,0.317725591893579,0.679344955097729,40
"41",239,40.69196566,-73.9813018,9470,353,15:54:43,0.191291088394205,40.69590165842,0.0114447043558532,-73.9753807252475,0.0116625206163783,0.286694825765575,0.708764519535375,38,9030,329.5,11:43:59,0.204635080529042,40.695701773232,0.0107427132296695,-73.9734829908054,0.0102996965532445,0.331118493909192,0.665337763012182,37
"42",241,40.68981035,-73.97493121,6569,383,12:54:42,0.211397801497173,40.6960996779936,0.0153483196737441,-73.979020821731,0.012658098847101,0.314811995737555,0.683970162886284,37,5850,425,15:01:16,0.226865770810281,40.6939197435114,0.0137699484460653,-73.9734995102798,0.014150923372962,0.328034188034188,0.668717948717949,38
"43",242,40.697787,-73.973736,5542,661,15:02:29,0.183555613498609,40.7033474694751,0.0157689093349993,-73.9788785458239,0.0165442248724646,0.262901479610249,0.733670155178636,34,6385,498,14:20:51,0.225920241152289,40.7024779822943,0.0155008710004998,-73.9815219601192,0.0138462172058665,0.265465935787001,0.730931871574002,34
"44",243,40.688226,-73.979382,5828,486,15:52:44,0.209445961415376,40.6960319286226,0.0141449986970776,-73.9750804842977,0.0139097121859599,0.267501715854496,0.728723404255319,37,8144,382,11:59:29,0.211719294264908,40.6938194577451,0.0116402125238926,-73.9723744266178,0.011764015846713,0.329076620825147,0.668222003929273,36
"45",244,40.69196035,-73.96536851,7709,492,12:39:04,0.200767523924013,40.6941988815506,0.0136778317796771,-73.9744476290212,0.0145563981293141,0.34777532753924,0.649760020754962,38,7272,556,16:37:38,0.222314701018682,40.6953303665071,0.015631342374968,-73.974633001863,0.0141603733733226,0.320682068206821,0.677117711771177,38
"46",245,40.69327018,-73.97703874,3508,406,13:31:24,0.194387138165002,40.6977333959708,0.0144624129695522,-73.9775350922908,0.0139943973293414,0.312713797035348,0.685290763968073,36,2933,489,15:34:41,0.2074478641079,40.7014298420423,0.0175756171197546,-73.9811082560076,0.0130593944361127,0.308216842823048,0.688032730992158,36
"47",247,40.73535398,-74.00483091,17597,578,14:11:08,0.214676300813225,40.7313299403026,0.307397072862541,-73.9921375453986,0.55791650527722,0.301017218844121,0.6942092402114,38,17572,605,15:37:44,0.187157750960985,40.7381178140024,0.0146387597209898,-73.9966040652387,0.010289558739104,0.282096517186433,0.714375142271796,38
"48",248,40.72185379,-74.00771779,7817,725,15:29:14,0.165840796817813,40.7311543101142,0.0191359371064863,-73.9977246068921,0.0127419388639138,0.264423691953435,0.733401560701036,42,7806,653,12:49:23,0.188646337943058,40.7279461005446,0.0194044095415389,-74.0000613474908,0.0131379721480601,0.252113758647194,0.74506789648988,43
"49",249,40.71870987,-74.0090009,13537,647,15:25:21,0.181086752059961,40.7233143605228,0.3505025143854,-73.9949433110623,0.636137195067718,0.222796779197754,0.774026741523233,41,13926,556,13:03:57,0.209247281504844,40.7239113756303,0.0176638072429303,-74.0019604370118,0.011629849257157,0.223107855809278,0.772511848341232,40
"50",250,40.72456089,-73.99565293,32378,516,15:11:56,0.180116186659171,40.7295593310636,0.0138160250924753,-73.9908788281818,0.0116023782095384,0.246556303662981,0.749366854036692,37,33257,543,13:54:47,0.190153109864264,40.7291379215494,0.0142738279702048,-73.991738110325,0.0116626542223338,0.245572360706017,0.750488618937367,37
"51",251,40.72317958,-73.99480012,36398,569,15:09:38,0.212667199568619,40.7273117958081,0.0142938033019244,-73.9924876017628,0.0133340024220684,0.270674212868839,0.725204681575911,35,37768,617,14:51:37,0.209211382726323,40.729199972978,0.0144370015025589,-73.9906380836359,0.012717970784004,0.277510061427664,0.718174115653463,35
"52",252,40.73226398,-73.99852205,23383,517,14:30:44,0.2159173497096,40.734319901414,0.0139921440023726,-73.9937329782062,0.0105748797651398,0.251421973228414,0.745413334473763,38,23599,506,15:10:14,0.196733750994451,40.7352710828552,0.0131552169720717,-73.9925981703657,0.0104903815228511,0.249798720284758,0.748760540700877,37
"53",253,40.73543934,-73.99453948,26038,511,15:06:56,0.183184294152381,40.7348028558982,0.0132887862764383,-73.9938996858147,0.0102649474850539,0.29948536753975,0.698325524233812,38,25894,518,14:06:02,0.180290888896788,40.7365880056723,0.0143459056657175,-73.9912542057887,0.0104258617512979,0.298833706650189,0.699158106124971,38
"54",254,40.73532427,-73.99800419,18818,503,14:34:57,0.216876159049435,40.7341091384716,0.297245351458166,-73.9889655540485,0.539485817026809,0.292751620788607,0.705919863960038,38,19082,480,15:13:25,0.197991686212795,40.7334666624334,0.0126977920268787,-73.99318639848,0.0102749057211454,0.298448799916151,0.699664605387276,38
"55",255,40.646768,-74.01651,482,1643.5,16:50:59,0.125195540532613,40.6820729203619,0.0318381065832777,-73.9952490168411,0.0185968129964242,0.145228215767635,0.854771784232365,33.5,577,1884,11:03:30,0.145350428350233,40.6872240098053,0.0322468916596079,-73.9928907135667,0.0178159035408475,0.124783362218371,0.873483535528596,35
"56",257,40.71939226,-74.00247214,20049,548,15:33:59,0.188313605482678,40.7228664944266,0.0152675631285233,-73.9974274352411,0.0128384689433328,0.217267694149334,0.779340615492044,38,20333,547,13:32:53,0.197970216053239,40.7250848018274,0.0157067611271692,-73.996211734627,0.0128562444480656,0.222790537549796,0.774258594403187,36
"57",258,40.68940747,-73.96885458,8397,328,12:59:11,0.228883733211505,40.6940683504701,0.0132376891609636,-73.9758042099356,0.0134294349982949,0.35762772418721,0.639752292485411,37,6326,540,16:29:20,0.213642029277442,40.6963197411719,0.0156892899979389,-73.9717269133595,0.0159367973869784,0.301296237748973,0.694435662345874,37
"58",259,40.70122128,-74.01234218,13745,1161,15:16:27,0.173478786467872,40.7233285858864,0.0184556334431516,-73.9938713313655,0.0144709709963309,0.273699527100764,0.724627137140778,41,15021,991,12:25:59,0.188442675380002,40.7207366710557,0.0166680435823631,-73.9931485825239,0.0139799990558892,0.255442380667066,0.74242726849078,39
"59",260,40.70365182,-74.01167797,8445,752,15:54:27,0.145725977266102,40.7211406796496,0.0177842828457032,-74.0008785189571,0.0138453355982759,0.186264061574896,0.804499703966844,38,11333,637,11:19:49,0.173757172557041,40.7203787622569,0.0170656811719141,-74.0013508491508,0.0132245450291703,0.199505867819642,0.795376334598076,40
"60",261,40.69474881,-73.98362464,8221,479,13:07:20,0.21071857014558,40.7026382904157,0.0169496605854376,-73.9829616906761,0.0141231391622587,0.247050237197421,0.750881887848194,34,8136,501.5,15:24:59,0.215443767916168,40.7027636434888,0.0173389251498035,-73.9832470444051,0.0146978930747143,0.235004916420846,0.763151425762045,35
"61",262,40.6917823,-73.9737299,5847,364,12:16:33,0.193267246747816,40.6948725082057,0.0135441214780619,-73.9782632412343,0.0126031639989884,0.28664272276381,0.709081580297588,37,4829,421,16:54:38,0.201168611011795,40.6961731638769,0.0150663595173019,-73.9788481739656,0.012710642684641,0.249326982812176,0.746738455166701,37
"62",263,40.7174249081766,-73.9963074617836,28450,684,15:00:03,0.193426447100039,40.7235389183663,0.0148341621300765,-73.9907993977807,0.0127357668169664,0.296449912126538,0.701652021089631,39,27951,700,14:51:13,0.197455497229813,40.7249352842735,0.0154219592115551,-73.9923214463227,0.0121827762489688,0.291617473435655,0.706879896962542,37
"63",264,40.70706456,-74.00731853,14909,790,15:20:52,0.196829797840704,40.7218563130581,0.0168029984033466,-73.9966435773552,0.0146092997362042,0.220940371587632,0.776510832383124,35,15348,676,14:04:11,0.225896197178203,40.7212142897375,0.0161976088418028,-73.9965284482054,0.0139497411890214,0.229801928590044,0.769676830857441,34
